phase,experiment,architecture_id,dataset,dataset_config,encoder,F,seed,validation_accuracy,validation_binding_score,test_accuracy,test_binding_score,primary_accuracy,maximum_logged_validation_accuracy,maximum_logged_validation_binding,entered_normalized_binding_regime,test_normalized_binding_regime,high_test_success_080,success,normalized_binding_regime_threshold,raw_equivalent_validation_threshold,present_value_baseline,global_chance_accuracy,d_input,d_model,n_layers,n_heads,head_dim,inner_dim,d_ff,parameter_count,batch_size,max_steps,final_step,learning_rate,weight_decay,elapsed_seconds,final_gradient_norm_before_clipping,final_q_rms,final_k_rms,final_v_rms,final_attention_logit_std,final_attention_entropy,final_attention_max_probability,learning_curve_csv
agnews_head_partition_control_F6,frozen_agnews_head_partition_control_F6,H16_D32,AG News,,sentence-transformers/all-MiniLM-L6-v2,6,500,0.164794921875,-0.0022460937499999,0.1640625,-0.0031249999999999,0.1640625,0.174072265625,0.00888671875,False,False,False,False,0.4166666666666667,0.513888888888889,0.1666666666666666,0.0078125,384,512,6,16,32,512,3072,25447936,256,20000,20000,0.0001,0.0001,1184.6357164382937,3.3972084522247314,0.8008372237284979,0.6759571184714636,0.2958176881074905,1.7075242549180984,1.608694056669871,0.2990851253271103,agnews_head_partition_control_F6_H16_D32_F6_seed500.csv
agnews_head_partition_control_F6,frozen_agnews_head_partition_control_F6,H16_D32,AG News,,sentence-transformers/all-MiniLM-L6-v2,6,501,0.37255859375,0.2470703125,0.36474609375,0.2376953125,0.36474609375,0.37255859375,0.2470703125,False,False,False,False,0.4166666666666667,0.513888888888889,0.1666666666666666,0.0078125,384,512,6,16,32,512,3072,25447936,256,20000,20000,0.0001,0.0001,1190.005242586136,4.649964809417725,1.2904535333315532,1.1860873997211456,0.4503237257401148,4.893744548161824,1.0833357274532318,0.5594198455413183,agnews_head_partition_control_F6_H16_D32_F6_seed501.csv
agnews_head_partition_control_F6,frozen_agnews_head_partition_control_F6,H16_D32,AG News,,sentence-transformers/all-MiniLM-L6-v2,6,502,0.9560546875,0.947265625,0.9521484375,0.942578125,0.9521484375,0.9560546875,0.947265625,True,True,True,True,0.4166666666666667,0.513888888888889,0.1666666666666666,0.0078125,384,512,6,16,32,512,3072,25447936,256,20000,20000,0.0001,0.0001,1184.0143415927887,5.362967014312744,1.623256077369054,1.6819833715756731,0.5091331948836645,8.954397797584534,0.5271362066268921,0.7863858242829641,agnews_head_partition_control_F6_H16_D32_F6_seed502.csv
agnews_head_partition_control_F6,frozen_agnews_head_partition_control_F6,H16_D32,AG News,,sentence-transformers/all-MiniLM-L6-v2,6,503,0.804931640625,0.76591796875,0.82080078125,0.7849609375,0.82080078125,0.804931640625,0.76591796875,True,True,True,True,0.4166666666666667,0.513888888888889,0.1666666666666666,0.0078125,384,512,6,16,32,512,3072,25447936,256,20000,20000,0.0001,0.0001,1187.7509577274325,6.892014503479004,1.9152691463629403,2.0161429047584534,0.4407428354024887,17.60478989283244,0.4817435592412948,0.8041883111000061,agnews_head_partition_control_F6_H16_D32_F6_seed503.csv
agnews_head_partition_control_F6,frozen_agnews_head_partition_control_F6,H16_D32,AG News,,sentence-transformers/all-MiniLM-L6-v2,6,504,0.9609375,0.953125,0.95751953125,0.9490234375,0.95751953125,0.9609375,0.953125,True,True,True,True,0.4166666666666667,0.513888888888889,0.1666666666666666,0.0078125,384,512,6,16,32,512,3072,25447936,256,20000,20000,0.0001,0.0001,1191.3155689239502,4.4446539878845215,1.6850768427054088,1.7082346280415852,0.4812916765610377,9.828933835029602,0.5204139550526937,0.7971182465553284,agnews_head_partition_control_F6_H16_D32_F6_seed504.csv
agnews_head_partition_control_F6,frozen_agnews_head_partition_control_F6,H16_D32,AG News,,sentence-transformers/all-MiniLM-L6-v2,6,505,0.82373046875,0.7884765625,0.83349609375,0.8001953125,0.83349609375,0.82373046875,0.7884765625,True,True,True,True,0.4166666666666667,0.513888888888889,0.1666666666666666,0.0078125,384,512,6,16,32,512,3072,25447936,256,20000,20000,0.0001,0.0001,1188.8859913349152,6.318342685699463,1.860398679971695,2.019851267337799,0.4423024406035741,17.25250740845998,0.4302429507176081,0.8273199200630188,agnews_head_partition_control_F6_H16_D32_F6_seed505.csv
agnews_head_partition_control_F6,frozen_agnews_head_partition_control_F6,H16_D32,AG News,,sentence-transformers/all-MiniLM-L6-v2,6,506,0.23046875,0.0765625,0.23388671875,0.0806640625,0.23388671875,0.232177734375,0.07861328125,False,False,False,False,0.4166666666666667,0.513888888888889,0.1666666666666666,0.0078125,384,512,6,16,32,512,3072,25447936,256,20000,20000,0.0001,0.0001,1190.2957484722135,3.3900301456451416,1.219065969189008,1.0450012882550557,0.3960062464078267,4.274866580963135,1.1451245645682018,0.5129041522741318,agnews_head_partition_control_F6_H16_D32_F6_seed506.csv
agnews_head_partition_control_F6,frozen_agnews_head_partition_control_F6,H16_D32,AG News,,sentence-transformers/all-MiniLM-L6-v2,6,507,0.959716796875,0.95166015625,0.95751953125,0.9490234375,0.95751953125,0.960205078125,0.95224609375,True,True,True,True,0.4166666666666667,0.513888888888889,0.1666666666666666,0.0078125,384,512,6,16,32,512,3072,25447936,256,20000,20000,0.0001,0.0001,1180.1244802474976,3.341655969619751,1.678123543659846,1.893239200115204,0.4873547007640202,12.893605907758078,0.5835678478082021,0.7527346611022949,agnews_head_partition_control_F6_H16_D32_F6_seed507.csv
agnews_head_partition_control_F6,frozen_agnews_head_partition_control_F6,H16_D32,AG News,,sentence-transformers/all-MiniLM-L6-v2,6,508,0.810791015625,0.77294921875,0.819091796875,0.78291015625,0.819091796875,0.810791015625,0.77294921875,True,True,True,True,0.4166666666666667,0.513888888888889,0.1666666666666666,0.0078125,384,512,6,16,32,512,3072,25447936,256,20000,20000,0.0001,0.0001,1177.6750354766846,5.90897798538208,1.884098122517268,1.9993685483932493,0.4480050355195999,17.550353686014812,0.5389348020156225,0.7738184034824371,agnews_head_partition_control_F6_H16_D32_F6_seed508.csv
agnews_head_partition_control_F6,frozen_agnews_head_partition_control_F6,H16_D32,AG News,,sentence-transformers/all-MiniLM-L6-v2,6,509,0.169677734375,0.00361328125,0.1611328125,-0.0066406249999999,0.1611328125,0.17919921875,0.0150390625,False,False,False,False,0.4166666666666667,0.513888888888889,0.1666666666666666,0.0078125,384,512,6,16,32,512,3072,25447936,256,20000,20000,0.0001,0.0001,1183.7014997005465,3.2747998237609863,0.905172864596049,0.872517392039299,0.3345955833792686,2.147549415628115,1.5630127986272175,0.3266581545273463,agnews_head_partition_control_F6_H16_D32_F6_seed509.csv
agnews_head_partition_control_F6,frozen_agnews_head_partition_control_F6,H16_D32,AG News,,sentence-transformers/all-MiniLM-L6-v2,6,510,0.1708984375,0.005078125,0.1552734375,-0.0136718749999999,0.1552734375,0.177001953125,0.01240234375,False,False,False,False,0.4166666666666667,0.513888888888889,0.1666666666666666,0.0078125,384,512,6,16,32,512,3072,25447936,256,20000,20000,0.0001,0.0001,1182.667191505432,3.42507266998291,0.7850091904401779,0.8517929762601852,0.3127883498867352,2.298748624821504,1.6178257862726848,0.2975795865058899,agnews_head_partition_control_F6_H16_D32_F6_seed510.csv
agnews_head_partition_control_F6,frozen_agnews_head_partition_control_F6,H16_D32,AG News,,sentence-transformers/all-MiniLM-L6-v2,6,511,0.170654296875,0.00478515625,0.181640625,0.01796875,0.181640625,0.17529296875,0.0103515625,False,False,False,False,0.4166666666666667,0.513888888888889,0.1666666666666666,0.0078125,384,512,6,16,32,512,3072,25447936,256,20000,20000,0.0001,0.0001,1184.7709770202637,3.2729721069335938,0.9921173850695292,0.8552177300055822,0.3574499686559041,3.546832650899887,1.5125794013341267,0.3676391889651616,agnews_head_partition_control_F6_H16_D32_F6_seed511.csv
agnews_head_partition_control_F6,frozen_agnews_head_partition_control_F6,H16_D32,AG News,,sentence-transformers/all-MiniLM-L6-v2,6,512,0.32958984375,0.1955078125,0.344970703125,0.21396484375,0.344970703125,0.329833984375,0.19580078125,False,False,False,False,0.4166666666666667,0.513888888888889,0.1666666666666666,0.0078125,384,512,6,16,32,512,3072,25447936,256,20000,20000,0.0001,0.0001,1184.5699770450592,4.28127384185791,1.201252410809199,1.0663892726103466,0.4503217289845149,3.700663149356842,1.2952385346094768,0.4732338637113571,agnews_head_partition_control_F6_H16_D32_F6_seed512.csv
agnews_head_partition_control_F6,frozen_agnews_head_partition_control_F6,H16_D32,AG News,,sentence-transformers/all-MiniLM-L6-v2,6,513,0.343505859375,0.21220703125,0.33544921875,0.2025390625,0.33544921875,0.343505859375,0.21220703125,False,False,False,False,0.4166666666666667,0.513888888888889,0.1666666666666666,0.0078125,384,512,6,16,32,512,3072,25447936,256,20000,20000,0.0001,0.0001,1183.2724976539612,4.154611587524414,1.298968285322189,1.095027764638265,0.445676436026891,4.406970798969269,1.099382092555364,0.5762192755937576,agnews_head_partition_control_F6_H16_D32_F6_seed513.csv
agnews_head_partition_control_F6,frozen_agnews_head_partition_control_F6,H16_D32,AG News,,sentence-transformers/all-MiniLM-L6-v2,6,514,0.163818359375,-0.0034179687499999,0.166748046875,9.765625000001108e-05,0.166748046875,0.17724609375,0.0126953125,False,False,False,False,0.4166666666666667,0.513888888888889,0.1666666666666666,0.0078125,384,512,6,16,32,512,3072,25447936,256,20000,20000,0.0001,0.0001,1187.8526215553284,3.279170513153076,0.925859292348226,0.7613404790560404,0.3194590061903,2.328071797887484,1.5783876379330952,0.3217489719390869,agnews_head_partition_control_F6_H16_D32_F6_seed514.csv
